Name,Student ID,Degree,Program ,Term Student
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Victor,1010,PCOM,FS,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Richard,455,PCOM,BA,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
Graham,10023,PCOM,PM,3
